unique_id,country,site,condition,gender,age,ethnicity,diff_in_mean_ratings_direct,diff_in_mean_ratings_indirect,mean_rating_white_primes_direct,mean_rating_white_primes_indirect,mean_rating_black_primes_direct,mean_rating_black_primes_indirect
Milan20,Italy,Milan,high social pressure,female,22,Altro,0.33333333333333304,-0.16666666666666652,2.4166666666666665,2.625,2.0833333333333335,2.7916666666666665
Milan21,Italy,Milan,low social pressure,female,25,Caucasico,0.4166666666666665,-0.20833333333333348,2.6666666666666665,2.5416666666666665,2.25,2.75
Milan22,Italy,Milan,high social pressure,female,24,Altro,0.08333333333333348,0.29166666666666696,2.8333333333333335,2.9583333333333335,2.75,2.6666666666666665
Milan23,Italy,Milan,low social pressure,male,24,Caucasico,0.16666666666666652,0.04166666666666652,2.25,2.5416666666666665,2.0833333333333335,2.5
Milan24,Italy,Milan,high social pressure,male,30,Caucasico,-0.08333333333333348,0.2916666666666665,2.4166666666666665,2.6666666666666665,2.5,2.375
Milan25,Italy,Milan,low social pressure,female,21,Caucasico,0.08333333333333326,0.375,2,2.375,1.9166666666666667,2
Milan26,Italy,Milan,high social pressure,female,20,Caucasico,0.16666666666666652,-0.29166666666666696,2.6666666666666665,2.2916666666666665,2.5,2.5833333333333335
Milan27,Italy,Milan,low social pressure,male,19,Caucasico,0.8333333333333335,0.04166666666666652,2.3333333333333335,2.6666666666666665,1.5,2.625
Milan28,Italy,Milan,high social pressure,male,20,Caucasico,0.4999999999999998,0.04166666666666652,2.1666666666666665,2.5,1.6666666666666667,2.4583333333333335
Milan29,Italy,Milan,low social pressure,male,23,Caucasico,0.4166666666666665,0.5833333333333333,2.6666666666666665,2.5416666666666665,2.25,1.9583333333333333
Milan2,Italy,Milan,high social pressure,female,26,Caucasico,-0.5,-0.3333333333333335,2.4166666666666665,2.75,2.9166666666666665,3.0833333333333335
Milan30,Italy,Milan,high social pressure,female,23,Altro,1.1666666666666665,0.20833333333333348,3.1666666666666665,2.7083333333333335,2,2.5
Milan31,Italy,Milan,low social pressure,male,19,Caucasico,-0.25,0,2.5,2.5833333333333335,2.75,2.5833333333333335
Milan32,Italy,Milan,high social pressure,male,19,Caucasico,0.16666666666666696,0.16666666666666652,2.5833333333333335,2.6666666666666665,2.4166666666666665,2.5
Milan33,Italy,Milan,low social pressure,male,20,Caucasico,0.4166666666666665,-0.29166666666666696,2.75,3.1666666666666665,2.3333333333333335,3.4583333333333335
Milan34,Italy,Milan,high social pressure,female,23,Altro,0.08333333333333304,-0.3333333333333335,2.6666666666666665,2.7916666666666665,2.5833333333333335,3.125
Milan35,Italy,Milan,low social pressure,female,24,Caucasico,-0.16666666666666696,-0.16666666666666652,2.6666666666666665,3.4583333333333335,2.8333333333333335,3.625
Milan36,Italy,Milan,high social pressure,female,25,Altro,0.16666666666666652,-0.125,2.9166666666666665,2.5833333333333335,2.75,2.7083333333333335
Milan37,Italy,Milan,low social pressure,female,19,Altro,0.6666666666666665,0.4166666666666665,3.5,3.25,2.8333333333333335,2.8333333333333335
Milan38,Italy,Milan,high social pressure,male,28,Caucasico,0.24999999999999978,-0.16666666666666652,2.1666666666666665,2.875,1.9166666666666667,3.0416666666666665
Milan39,Italy,Milan,low social pressure,male,24,Caucasico,-0.41666666666666696,-0.5,2.4166666666666665,2.6666666666666665,2.8333333333333335,3.1666666666666665
Milan3,Italy,Milan,low social pressure,female,25,Altro,0,-0.33333333333333304,2.5,2.4583333333333335,2.5,2.7916666666666665
Milan40,Italy,Milan,high social pressure,male,24,Caucasico,-0.3333333333333335,0.25,2.75,2.9583333333333335,3.0833333333333335,2.7083333333333335
Milan41,Italy,Milan,low social pressure,female,23,Altro,-0.25,0.45833333333333304,2.25,2.9166666666666665,2.5,2.4583333333333335
Milan42,Italy,Milan,high social pressure,female,24,Caucasico,-0.08333333333333348,0.16666666666666696,2.5,2.5833333333333335,2.5833333333333335,2.4166666666666665
Milan43,Italy,Milan,low social pressure,female,25,Caucasico,0.8333333333333335,0,3.0833333333333335,2.625,2.25,2.625
Milan44,Italy,Milan,high social pressure,female,22,Altro,0.16666666666666696,0,2.8333333333333335,3.3333333333333335,2.6666666666666665,3.3333333333333335
Milan45,Italy,Milan,low social pressure,female,23,Altro,-0.3333333333333335,0,3,2.875,3.3333333333333335,2.875
Milan46,Italy,Milan,high social pressure,female,20,Caucasico,-0.5833333333333335,-0.16666666666666652,2.25,2.8333333333333335,2.8333333333333335,3
Milan47,Italy,Milan,low social pressure,female,20,Caucasico,-0.16666666666666652,-0.125,2.5,2.8333333333333335,2.6666666666666665,2.9583333333333335
Milan48,Italy,Milan,high social pressure,female,23,Caucasico,-0.25,0.04166666666666652,2.3333333333333335,2.875,2.5833333333333335,2.8333333333333335
Milan49,Italy,Milan,low social pressure,male,25,Caucasico,0.16666666666666652,0,2.9166666666666665,2.875,2.75,2.875
Milan4,Italy,Milan,high social pressure,female,20,Altro,0.25,-0.125,2.4166666666666665,2.375,2.1666666666666665,2.5
Milan50,Italy,Milan,high social pressure,female,20,Africano,-0.75,-0.41666666666666696,2.5,2.9166666666666665,3.25,3.3333333333333335
Milan51,Italy,Milan,low social pressure,female,19,Caucasico,-0.08333333333333348,-0.04166666666666652,2.4166666666666665,2.5,2.5,2.5416666666666665
Milan52,Italy,Milan,high social pressure,male,32,Caucasico,0.6666666666666665,0.7916666666666665,2.75,2.7916666666666665,2.0833333333333335,2
Milan53,Italy,Milan,low social pressure,female,24,Caucasico,0.08333333333333304,0,2.9166666666666665,3,2.8333333333333335,3
Milan54,Italy,Milan,high social pressure,female,20,Caucasico,-0.16666666666666652,0.25,2.8333333333333335,2.75,3,2.5
Milan55,Italy,Milan,low social pressure,female,24,Caucasico,-0.16666666666666652,-0.2916666666666665,2.3333333333333335,2.2083333333333335,2.5,2.5
Milan56,Italy,Milan,high social pressure,female,20,Altro,0.5,0.08333333333333304,3,2.7916666666666665,2.5,2.7083333333333335
Milan57,Italy,Milan,low social pressure,male,20,Caucasico,-0.5833333333333335,-0.125,2,3.5416666666666665,2.5833333333333335,3.6666666666666665
Milan58,Italy,Milan,high social pressure,male,25,Caucasico,0,0,3,3,3,3
Milan59,Italy,Milan,low social pressure,female,19,Caucasico,0.5833333333333333,0.08333333333333348,2.5,2.375,1.9166666666666667,2.2916666666666665
Milan5,Italy,Milan,low social pressure,male,22,Caucasico,0.4166666666666665,-0.125,2.75,2.4166666666666665,2.3333333333333335,2.5416666666666665
Milan60,Italy,Milan,high social pressure,female,20,Altro,0.16666666666666652,0.541666666666667,3.1666666666666665,3.2083333333333335,3,2.6666666666666665
Milan61,Italy,Milan,low social pressure,female,21,Altro,0.08333333333333304,0.45833333333333326,2.1666666666666665,2.375,2.0833333333333335,1.9166666666666667
Milan62,Italy,Milan,high social pressure,male,25,Caucasico,0.3333333333333335,-0.04166666666666652,2.8333333333333335,3,2.5,3.0416666666666665
Milan63,Italy,Milan,low social pressure,female,25,Caucasico,0.4166666666666665,0.20833333333333304,2.9166666666666665,2.7916666666666665,2.5,2.5833333333333335
Milan64,Italy,Milan,high social pressure,female,18,Altro,0,0.04166666666666652,2.75,3.125,2.75,3.0833333333333335
Milan65,Italy,Milan,low social pressure,female,19,Altro,0.75,0.375,2.8333333333333335,2.5416666666666665,2.0833333333333335,2.1666666666666665
Milan67,Italy,Milan,low social pressure,female,28,Caucasico,-0.6666666666666665,0.04166666666666652,2.5,3.0416666666666665,3.1666666666666665,3
Milan68,Italy,Milan,high social pressure,female,23,Caucasico,0.08333333333333348,-0.25,3,2.75,2.9166666666666665,3
Milan69,Italy,Milan,low social pressure,male,23,Caucasico,-0.25,-0.125,2.4166666666666665,2.125,2.6666666666666665,2.25
Milan6,Italy,Milan,high social pressure,female,22,Caucasico,0.5,-0.04166666666666652,2.6666666666666665,2.5,2.1666666666666665,2.5416666666666665
Milan70,Italy,Milan,high social pressure,male,23,Caucasico,-0.25,0.04166666666666652,2.9166666666666665,3.6666666666666665,3.1666666666666665,3.625
Milan71,Italy,Milan,low social pressure,male,28,Caucasico,0.6666666666666665,0.04166666666666696,2.75,2.0833333333333335,2.0833333333333335,2.0416666666666665
Milan72,Italy,Milan,high social pressure,male,23,Altro,0.16666666666666674,0.375,2.0833333333333335,1.9583333333333333,1.9166666666666667,1.5833333333333333
Milan73,Italy,Milan,low social pressure,female,28,Altro,0.16666666666666652,-0.41666666666666696,2.75,2.6666666666666665,2.5833333333333335,3.0833333333333335
Milan74,Italy,Milan,high social pressure,male,23,Caucasico,0,0.04166666666666696,2.4166666666666665,2.4583333333333335,2.4166666666666665,2.4166666666666665
Milan75,Italy,Milan,low social pressure,female,19,Caucasico,-0.08333333333333304,0.25,2.3333333333333335,3,2.4166666666666665,2.75
Milan76,Italy,Milan,high social pressure,female,24,Africano,-0.5,-0.33333333333333304,2.9166666666666665,2.2083333333333335,3.4166666666666665,2.5416666666666665
Milan77,Italy,Milan,low social pressure,female,21,Caucasico,-0.16666666666666696,0.20833333333333348,2.9166666666666665,3,3.0833333333333335,2.7916666666666665
Milan78,Italy,Milan,high social pressure,female,21,Caucasico,-0.3333333333333335,0.04166666666666652,2.25,3.6666666666666665,2.5833333333333335,3.625
Milan79,Italy,Milan,low social pressure,female,22,Caucasico,0.3333333333333335,0.4166666666666665,2.5,2.9166666666666665,2.1666666666666665,2.5
Milan7,Italy,Milan,low social pressure,female,27,Caucasico,0.08333333333333304,0.29166666666666696,2.1666666666666665,3.3333333333333335,2.0833333333333335,3.0416666666666665
Milan80,Italy,Milan,high social pressure,female,22,Caucasico,-0.08333333333333348,-0.04166666666666652,2.4166666666666665,2.5833333333333335,2.5,2.625
Milan81,Italy,Milan,low social pressure,male,20,Altro,0.08333333333333304,0.20833333333333348,2.9166666666666665,2.8333333333333335,2.8333333333333335,2.625
Milan82,Italy,Milan,high social pressure,male,20,Altro,0.5,0.5833333333333335,2.5,2.5833333333333335,2,2
Milan83,Italy,Milan,low social pressure,male,27,Altro,0.25,0.25,2.5,2.875,2.25,2.625
Milan84,Italy,Milan,high social pressure,male,22,Caucasico,-0.08333333333333348,-0.08333333333333348,2.4166666666666665,2.125,2.5,2.2083333333333335
Milan85,Italy,Milan,low social pressure,male,22,Caucasico,0.25,0,2.5833333333333335,2.5833333333333335,2.3333333333333335,2.5833333333333335
Milan86,Italy,Milan,high social pressure,female,23,Caucasico,-0.41666666666666696,-0.625,2.4166666666666665,2.2916666666666665,2.8333333333333335,2.9166666666666665
Milan87,Italy,Milan,low social pressure,male,31,Caucasico,-0.16666666666666696,-0.2916666666666665,2.6666666666666665,2.5833333333333335,2.8333333333333335,2.875
Milan88,Italy,Milan,high social pressure,female,32,Caucasico,-0.33333333333333304,0.04166666666666652,2.5833333333333335,2.7916666666666665,2.9166666666666665,2.75
Milan89,Italy,Milan,low social pressure,female,23,Caucasico,0,0.125,2.6666666666666665,2.9583333333333335,2.6666666666666665,2.8333333333333335
Milan8,Italy,Milan,high social pressure,female,22,Caucasico,0.4166666666666665,0.625,3.6666666666666665,3.4583333333333335,3.25,2.8333333333333335
Milan90,Italy,Milan,high social pressure,female,21,Caucasico,0.25,0,2.9166666666666665,2.9583333333333335,2.6666666666666665,2.9583333333333335
Milan91,Italy,Milan,low social pressure,female,22,Altro,0,0,3,3,3,3
Milan92,Italy,Milan,high social pressure,female,23,Caucasico,-0.25,-0.2916666666666665,2.3333333333333335,2.25,2.5833333333333335,2.5416666666666665
Milan93,Italy,Milan,low social pressure,male,23,Caucasico,0.16666666666666696,0.25,3.0833333333333335,3.4166666666666665,2.9166666666666665,3.1666666666666665
Milan94,Italy,Milan,high social pressure,female,30,Caucasico,0.08333333333333348,-0.08333333333333348,2.3333333333333335,2.625,2.25,2.7083333333333335
Milan95,Italy,Milan,low social pressure,female,20,Altro,1,0.5416666666666665,3,2.5416666666666665,2,2
Milan96,Italy,Milan,high social pressure,male,19,Caucasico,0.16666666666666696,-0.16666666666666652,2.5833333333333335,2.7083333333333335,2.4166666666666665,2.875
Milan97,Italy,Milan,low social pressure,male,19,Caucasico,0.4166666666666665,-0.125,2.9166666666666665,2.7916666666666665,2.5,2.9166666666666665
Milan98,Italy,Milan,high social pressure,male,22,Caucasico,0.16666666666666652,0.2916666666666665,2.75,3.0416666666666665,2.5833333333333335,2.75
Milan99,Italy,Milan,low social pressure,female,22,Altro,0,-0.16666666666666652,2.1666666666666665,2.8333333333333335,2.1666666666666665,3
Milan9,Italy,Milan,low social pressure,male,24,Caucasico,0,0,2.75,2.5,2.75,2.5
Milan135,Italy,Milan,low social pressure,male,28,Caucasico,0.6666666666666667,0.20833333333333304,2.5,3.2916666666666665,1.8333333333333333,3.0833333333333335
Milan136,Italy,Milan,high social pressure,female,21,Caucasico,-0.5,-0.20833333333333348,2.4166666666666665,2.9166666666666665,2.9166666666666665,3.125
Milan137,Italy,Milan,low social pressure,female,21,Caucasico,0,0.29166666666666696,2.25,3.0833333333333335,2.25,2.7916666666666665
Rome23,Italy,Rome,low social pressure,female,21,Caucasico,-0.08333333333333326,0.08333333333333348,1.75,2.0833333333333335,1.8333333333333333,2
Rome24,Italy,Rome,high social pressure,male,27,Caucasico,-0.25,-0.25,2.3333333333333335,2.5,2.5833333333333335,2.75
Rome26,Italy,Rome,high social pressure,female,20,Caucasico,-0.25,-0.04166666666666652,2.6666666666666665,3,2.9166666666666665,3.0416666666666665
Rome28,Italy,Rome,high social pressure,female,21,Caucasico,0.08333333333333348,0.08333333333333348,2.5,2.875,2.4166666666666665,2.7916666666666665
Rome30,Italy,Rome,high social pressure,female,19,Caucasico,0.08333333333333304,-0.08333333333333348,2.6666666666666665,2.875,2.5833333333333335,2.9583333333333335
Rome32,Italy,Rome,high social pressure,female,20,Caucasico,0.25,0.20833333333333348,3.1666666666666665,2.625,2.9166666666666665,2.4166666666666665
Rome34,Italy,Rome,high social pressure,female,19,Caucasico,0.3333333333333335,0.4583333333333335,2.75,2.625,2.4166666666666665,2.1666666666666665
Rome37,Italy,Rome,low social pressure,female,19,Altro,0.16666666666666696,0.04166666666666652,2.8333333333333335,3,2.6666666666666665,2.9583333333333335
Rome38,Italy,Rome,high social pressure,female,19,Caucasico,0.25,0,2.8333333333333335,2.875,2.5833333333333335,2.875
Rome39,Italy,Rome,low social pressure,female,20,Caucasico,-0.08333333333333304,-0.125,2.8333333333333335,2.7916666666666665,2.9166666666666665,2.9166666666666665
Rome41,Italy,Rome,low social pressure,female,21,Caucasico,-0.16666666666666652,-0.375,2.5,2.375,2.6666666666666665,2.75
Rome42,Italy,Rome,high social pressure,female,19,Caucasico,-0.5,-0.7083333333333335,2,2.4166666666666665,2.5,3.125
Rome43,Italy,Rome,low social pressure,female,20,Caucasico,-0.08333333333333304,-0.3333333333333335,2.3333333333333335,2.5,2.4166666666666665,2.8333333333333335
Rome46,Italy,Rome,high social pressure,female,19,Caucasico,-0.25,-0.125,2.3333333333333335,3.2083333333333335,2.5833333333333335,3.3333333333333335
Rome47,Italy,Rome,low social pressure,female,18,Caucasico,0.08333333333333348,0.3333333333333335,3.0833333333333335,3.0833333333333335,3,2.75
Rome48,Italy,Rome,high social pressure,female,20,Caucasico,-0.08333333333333348,0.25,2.25,2.5833333333333335,2.3333333333333335,2.3333333333333335
Rome51,Italy,Rome,low social pressure,female,20,Caucasico,0.08333333333333348,0.125,2.0833333333333335,2.4583333333333335,2,2.3333333333333335
Rome54,Italy,Rome,high social pressure,female,18,Caucasico,0,-0.08333333333333348,2.0833333333333335,2.375,2.0833333333333335,2.4583333333333335
Rome55,Italy,Rome,low social pressure,female,19,Caucasico,-0.08333333333333304,0.04166666666666652,2.5833333333333335,2.625,2.6666666666666665,2.5833333333333335
Rome56,Italy,Rome,high social pressure,female,20,Caucasico,-0.33333333333333304,-0.16666666666666652,2.5833333333333335,2.9583333333333335,2.9166666666666665,3.125
Rome59,Italy,Rome,low social pressure,female,20,Caucasico,0.5,0.20833333333333348,2.8333333333333335,2.75,2.3333333333333335,2.5416666666666665
Rome61,Italy,Rome,low social pressure,female,19,Caucasico,-0.16666666666666696,-0.16666666666666652,2.1666666666666665,2.5833333333333335,2.3333333333333335,2.75
Rome62,Italy,Rome,high social pressure,female,19,Caucasico,0.08333333333333304,0.08333333333333348,2.6666666666666665,2.875,2.5833333333333335,2.7916666666666665
Rome63,Italy,Rome,low social pressure,female,18,Caucasico,-0.25,-0.16666666666666696,2.5833333333333335,2.9166666666666665,2.8333333333333335,3.0833333333333335
Rome68,Italy,Rome,high social pressure,female,21,Caucasico,0.16666666666666652,0.04166666666666696,2.75,2.9583333333333335,2.5833333333333335,2.9166666666666665
Rome69,Italy,Rome,low social pressure,male,19,Caucasico,0.16666666666666652,-0.125,3,2.8333333333333335,2.8333333333333335,2.9583333333333335
Rome70,Italy,Rome,high social pressure,female,19,Caucasico,0,0.08333333333333348,2.5,2.625,2.5,2.5416666666666665
Rome73,Italy,Rome,low social pressure,female,19,Caucasico,0.08333333333333304,-0.125,2.6666666666666665,2.4166666666666665,2.5833333333333335,2.5416666666666665
Rome76,Italy,Rome,high social pressure,female,20,Caucasico,0,-0.20833333333333348,2.8333333333333335,2.875,2.8333333333333335,3.0833333333333335
Rome79,Italy,Rome,low social pressure,female,20,Caucasico,0.4166666666666665,-0.08333333333333304,2.1666666666666665,2.2083333333333335,1.75,2.2916666666666665
Rome81,Italy,Rome,low social pressure,female,19,Caucasico,0.3333333333333335,0.2916666666666665,2.5,2.7916666666666665,2.1666666666666665,2.5
Rome82,Italy,Rome,high social pressure,female,19,Caucasico,0.16666666666666696,-0.20833333333333348,2.5833333333333335,2.1666666666666665,2.4166666666666665,2.375
Rome83,Italy,Rome,low social pressure,female,21,Caucasico,-0.08333333333333348,-0.3333333333333335,2.75,2.25,2.8333333333333335,2.5833333333333335
Rome85,Italy,Rome,low social pressure,female,22,Caucasico,-0.25,-0.20833333333333348,2.5,2.5,2.75,2.7083333333333335
Rome87,Italy,Rome,low social pressure,female,23,Caucasico,0.3333333333333335,-0.3749999999999998,2.75,1.6666666666666667,2.4166666666666665,2.0416666666666665
Rome88,Italy,Rome,high social pressure,female,19,Caucasico,-0.5,-0.2916666666666665,2.9166666666666665,3.125,3.4166666666666665,3.4166666666666665
Rome92,Italy,Rome,high social pressure,female,19,Caucasico,-0.3333333333333335,-0.3333333333333335,2.25,2.9166666666666665,2.5833333333333335,3.25
Rome94,Italy,Rome,high social pressure,female,19,Caucasico,0.25,0.20833333333333348,2.5,2.8333333333333335,2.25,2.625
Rome95,Italy,Rome,low social pressure,female,19,Caucasico,-0.25,0.04166666666666696,2,2.3333333333333335,2.25,2.2916666666666665
Rome97,Italy,Rome,low social pressure,male,21,Caucasico,0.8333333333333333,0.6666666666666667,2.4166666666666665,2.2083333333333335,1.5833333333333333,1.5416666666666667
Rome99,Italy,Rome,low social pressure,male,19,Caucasico,0.3333333333333335,0.666666666666667,3.3333333333333335,3.3333333333333335,3,2.6666666666666665
Rome102,Italy,Rome,high social pressure,female,18,Caucasico,-0.583333333333333,-0.5833333333333335,2.3333333333333335,2.2916666666666665,2.9166666666666665,2.875
Rome104,Italy,Rome,high social pressure,female,18,Caucasico,0,0.5416666666666665,2.8333333333333335,3.1666666666666665,2.8333333333333335,2.625
Rome105,Italy,Rome,low social pressure,female,20,Caucasico,0.25,0.125,2.75,2.7916666666666665,2.5,2.6666666666666665
Rome107,Italy,Rome,low social pressure,female,19,Caucasico,1,0.9583333333333333,2.5,2.6666666666666665,1.5,1.7083333333333333
Rome109,Italy,Rome,low social pressure,male,23,Caucasico,-0.25,0,2.3333333333333335,2.5416666666666665,2.5833333333333335,2.5416666666666665
Rome111,Italy,Rome,low social pressure,female,22,Caucasico,0.8333333333333335,0.04166666666666652,3,2.9166666666666665,2.1666666666666665,2.875
Rome114,Italy,Rome,high social pressure,male,19,Caucasico,-0.41666666666666674,-0.125,1.9166666666666667,2.3333333333333335,2.3333333333333335,2.4583333333333335
Rome116,Italy,Rome,high social pressure,female,24,Caucasico,-0.8333333333333335,-0.08333333333333348,2.25,2.2916666666666665,3.0833333333333335,2.375
Rome118,Italy,Rome,high social pressure,female,23,Caucasico,-0.08333333333333304,-0.5416666666666665,2.3333333333333335,2.5,2.4166666666666665,3.0416666666666665
Rome119,Italy,Rome,low social pressure,male,27,Caucasico,-0.4166666666666665,-0.25,2.3333333333333335,2.4583333333333335,2.75,2.7083333333333335
Rome121,Italy,Rome,low social pressure,female,19,Caucasico,-0.583333333333333,0.08333333333333304,2.3333333333333335,3.1666666666666665,2.9166666666666665,3.0833333333333335
Rome122,Italy,Rome,high social pressure,female,19,Caucasico,-0.41666666666666696,0,2.6666666666666665,3,3.0833333333333335,3
Rome125,Italy,Rome,low social pressure,female,19,Caucasico,0.16666666666666696,0.5833333333333335,3.0833333333333335,2.625,2.9166666666666665,2.0416666666666665
Rome126,Italy,Rome,high social pressure,female,20,Caucasico,0.33333333333333326,-0.08333333333333348,2,2.0416666666666665,1.6666666666666667,2.125
Rome128,Italy,Rome,high social pressure,female,19,Caucasico,0,0.7916666666666667,2.3333333333333335,2.625,2.3333333333333335,1.8333333333333333
Rome131,Italy,Rome,low social pressure,female,20,Caucasico,-0.5833333333333335,-0.16666666666666652,2.6666666666666665,2.8333333333333335,3.25,3
Rome134,Italy,Rome,high social pressure,female,20,Caucasico,0.33333333333333304,0.04166666666666652,2.6666666666666665,2.75,2.3333333333333335,2.7083333333333335
Rome1,Italy,Rome,low social pressure,female,21,Caucasico,0.3333333333333335,0.16666666666666652,2.5,2.875,2.1666666666666665,2.7083333333333335
Rome3,Italy,Rome,low social pressure,male,23,Caucasico,0.5,0.20833333333333348,2.75,2.9583333333333335,2.25,2.75
Rome5,Italy,Rome,low social pressure,female,21,Caucasico,0.08333333333333304,-0.29166666666666696,3.4166666666666665,3.0416666666666665,3.3333333333333335,3.3333333333333335
Rome7,Italy,Rome,low social pressure,female,23,Caucasico,0,-0.04166666666666696,2.75,2.7916666666666665,2.75,2.8333333333333335
Rome9,Italy,Rome,low social pressure,female,29,Caucasico,-0.16666666666666652,0,2.75,3,2.9166666666666665,3
Rome11,Italy,Rome,low social pressure,male,21,Caucasico,0,0.08333333333333304,3,3.5416666666666665,3,3.4583333333333335
Rome13,Italy,Rome,low social pressure,male,19,Caucasico,0.16666666666666652,0.33333333333333304,2.9166666666666665,2.6666666666666665,2.75,2.3333333333333335
Rome15,Italy,Rome,low social pressure,female,23,Caucasico,-0.16666666666666652,0,2.5,2.7916666666666665,2.6666666666666665,2.7916666666666665
Rome17,Italy,Rome,low social pressure,female,19,Caucasico,-0.08333333333333348,-0.3333333333333335,2.75,2.75,2.8333333333333335,3.0833333333333335
Rome19,Italy,Rome,low social pressure,female,20,Caucasico,0.3333333333333335,0.375,3.3333333333333335,3.4166666666666665,3,3.0416666666666665
Rome21,Italy,Rome,low social pressure,male,34,Caucasico,0.08333333333333304,-0.16666666666666696,2.4166666666666665,2.5416666666666665,2.3333333333333335,2.7083333333333335
Rome22,Italy,Rome,high social pressure,male,21,Altro,0,-0.20833333333333304,3,2.7083333333333335,3,2.9166666666666665
Rome25,Italy,Rome,low social pressure,female,23,Caucasico,1.4999999999999998,0.7083333333333335,3.4166666666666665,2.8333333333333335,1.9166666666666667,2.125
Rome27,Italy,Rome,low social pressure,female,20,Caucasico,0.25,0.04166666666666652,2.5833333333333335,3.0416666666666665,2.3333333333333335,3
Rome29,Italy,Rome,low social pressure,female,19,Caucasico,-0.3333333333333335,-0.16666666666666696,2.4166666666666665,2.5416666666666665,2.75,2.7083333333333335
Rome31,Italy,Rome,low social pressure,female,18,Caucasico,-0.16666666666666652,-0.125,2.5833333333333335,3.1666666666666665,2.75,3.2916666666666665
Rome33,Italy,Rome,low social pressure,female,20,Caucasico,0.5833333333333333,0.24999999999999978,2.1666666666666665,2.0416666666666665,1.5833333333333333,1.7916666666666667
Rome35,Italy,Rome,low social pressure,female,21,Caucasico,0,-0.08333333333333348,2.5,2.375,2.5,2.4583333333333335
Rome36,Italy,Rome,high social pressure,female,18,Caucasico,-0.4166666666666665,-0.16666666666666652,2.5,2.625,2.9166666666666665,2.7916666666666665
Rome40,Italy,Rome,high social pressure,male,21,Caucasico,0.41666666666666696,0.16666666666666652,3.3333333333333335,3.5416666666666665,2.9166666666666665,3.375
Rome44,Italy,Rome,high social pressure,female,19,Caucasico,0.5,-0.20833333333333304,3.0833333333333335,2.9583333333333335,2.5833333333333335,3.1666666666666665
Rome45,Italy,Rome,low social pressure,male,19,Caucasico,0.25,-0.08333333333333304,2.75,2.2083333333333335,2.5,2.2916666666666665
Rome49,Italy,Rome,low social pressure,male,20,Caucasico,0,-0.20833333333333348,2.5,2.4166666666666665,2.5,2.625
Rome50,Italy,Rome,high social pressure,female,24,Caucasico,0,0.25,2.3333333333333335,2.5416666666666665,2.3333333333333335,2.2916666666666665
Rome52,Italy,Rome,high social pressure,male,20,Caucasico,1.2499999999999998,1.6249999999999998,2.4166666666666665,2.9166666666666665,1.1666666666666667,1.2916666666666667
Rome53,Italy,Rome,low social pressure,female,19,Caucasico,-0.3333333333333335,-0.20833333333333348,2.6666666666666665,2.7916666666666665,3,3
Rome57,Italy,Rome,low social pressure,female,21,Caucasico,-0.25,-0.16666666666666652,2.4166666666666665,2.375,2.6666666666666665,2.5416666666666665
Rome58,Italy,Rome,high social pressure,male,26,Caucasico,-0.16666666666666696,-0.25,2.1666666666666665,2.75,2.3333333333333335,3
Rome60,Italy,Rome,high social pressure,male,21,Caucasico,0.16666666666666652,-0.25,2.6666666666666665,2.2916666666666665,2.5,2.5416666666666665
Rome64,Italy,Rome,high social pressure,female,22,Caucasico,0.08333333333333304,-0.125,2.6666666666666665,2.6666666666666665,2.5833333333333335,2.7916666666666665
Rome65,Italy,Rome,low social pressure,female,19,Caucasico,0.33333333333333304,0.08333333333333304,2.9166666666666665,2.7916666666666665,2.5833333333333335,2.7083333333333335
Rome66,Italy,Rome,high social pressure,female,19,Caucasico,-0.16666666666666652,-0.3333333333333335,2.0833333333333335,2.6666666666666665,2.25,3
Rome67,Italy,Rome,low social pressure,male,19,Caucasico,-0.3333333333333335,0,2.4166666666666665,2.5,2.75,2.5
Rome71,Italy,Rome,low social pressure,male,21,Caucasico,0.4166666666666665,0.29166666666666696,3,3.0833333333333335,2.5833333333333335,2.7916666666666665
Rome72,Italy,Rome,high social pressure,female,21,Caucasico,-0.08333333333333304,-0.25,2.3333333333333335,2.75,2.4166666666666665,3
Rome74,Italy,Rome,high social pressure,female,21,Caucasico,-0.25,-0.125,2.4166666666666665,2.6666666666666665,2.6666666666666665,2.7916666666666665
Rome75,Italy,Rome,low social pressure,female,20,Caucasico,-1,-0.6249999999999998,2.0833333333333335,1.9166666666666667,3.0833333333333335,2.5416666666666665
Rome77,Italy,Rome,low social pressure,female,19,Caucasico,-0.08333333333333348,0.16666666666666652,2.1666666666666665,2.625,2.25,2.4583333333333335
Rome78,Italy,Rome,high social pressure,female,19,Africano,0.08333333333333348,0.125,2.8333333333333335,2.875,2.75,2.75
Rome80,Italy,Rome,high social pressure,female,20,Caucasico,-0.08333333333333304,0.125,2.3333333333333335,2.4166666666666665,2.4166666666666665,2.2916666666666665
Rome84,Italy,Rome,high social pressure,female,21,Africano,-1,0,2.4166666666666665,2.9583333333333335,3.4166666666666665,2.9583333333333335
Rome86,Italy,Rome,high social pressure,female,21,Caucasico,0.08333333333333304,-0.16666666666666696,2.6666666666666665,2.6666666666666665,2.5833333333333335,2.8333333333333335
Rome89,Italy,Rome,low social pressure,female,19,Caucasico,0.08333333333333348,-0.04166666666666696,3.25,3.2916666666666665,3.1666666666666665,3.3333333333333335
Rome90,Italy,Rome,high social pressure,female,21,Caucasico,-0.25,0,2.9166666666666665,3,3.1666666666666665,3
